ID,Geography,FIPS,Year,Sex,AgeGroup,Level,Count,CountSum,SubPopulation,TotalPopulation,MeanBMI,Percent,AgeAdjustedMean,Unreliability
3410030108002010000,3,41003010800,2016,2,4,5,1042,1042,-999,2750,27.48668469,100,27.54969458,0
3410030109002010000,3,41003010900,2016,2,4,5,1581,1581,-999,3610,25.70393935,100,25.61830726,0
3410050201002010000,3,41005020100,2016,2,4,5,1434,1434,-999,2881,24.74853391,100,24.55309691,0
3410050202002010000,3,41005020200,2016,2,4,5,2343,2343,-999,4871,24.99732304,100,24.75209203,0
3410050203022010000,3,41005020302,2016,2,4,5,1387,1387,-999,3077,25.76264857,100,25.69118937,0
3410050203032010000,3,41005020303,2016,2,4,5,2202,2202,-999,4132,25.07608453,100,25.10469724,0
3410050203042010000,3,41005020304,2016,2,4,5,1929,1929,-999,4084,24.88462542,100,24.86389981,0
3410050204012010000,3,41005020401,2016,2,4,5,1849,1849,-999,4140,25.61679342,100,25.44552514,0
3410050204032010000,3,41005020403,2016,2,4,5,1316,1316,-999,2475,25.09997969,100,24.90085503,0
3410050204042010000,3,41005020404,2016,2,4,5,1272,1272,-999,2819,25.42796555,100,25.23336497,0
3410050205012010000,3,41005020501,2016,2,4,5,2383,2383,-999,5363,25.54806853,100,25.37510412,0
3410050205032010000,3,41005020503,2016,2,4,5,838,838,-999,1694,25.01538234,100,24.8419154,0
3410050205042010000,3,41005020504,2016,2,4,5,2252,2252,-999,4964,25.62597611,100,25.38249122,0
3410050205052010000,3,41005020505,2016,2,4,5,812,812,-999,1899,25.57451992,100,25.12600141,0
3410050206002010000,3,41005020600,2016,2,4,5,2824,2824,-999,6287,25.99942666,100,25.8450175,0
3410050207002010000,3,41005020700,2016,2,4,5,1279,1279,-999,2897,26.22322977,100,26.12628807,0
3410050208002010000,3,41005020800,2016,2,4,5,1456,1456,-999,3415,26.91010249,100,26.86681148,0
3410050209002010000,3,41005020900,2016,2,4,5,1241,1241,-999,3142,27.58117433,100,27.546134,0
3410050210002010000,3,41005021000,2016,2,4,5,1481,1481,-999,3640,27.58393828,100,27.50142342,0
3410050211002010000,3,41005021100,2016,2,4,5,1753,1753,-999,4416,27.8647633,100,27.72896436,0
3410050212002010000,3,41005021200,2016,2,4,5,1104,1104,-999,2750,27.15648181,100,27.12531978,0
3410050213002010000,3,41005021300,2016,2,4,5,1912,1912,-999,4368,27.44182418,100,27.35436967,0
3410050214002010000,3,41005021400,2016,2,4,5,1717,1717,-999,3738,27.03203449,100,26.96618699,0
3410050215002010000,3,41005021500,2016,2,4,5,1633,1633,-999,3965,27.06934138,100,26.92396483,0
3410050216012010000,3,41005021601,2016,2,4,5,1691,1691,-999,4719,28.13080865,100,28.22223351,0
3410050216022010000,3,41005021602,2016,2,4,5,1527,1527,-999,3994,27.9165756,100,27.88881597,0
3410050217002010000,3,41005021700,2016,2,4,5,1983,1983,-999,4813,27.61717499,100,27.56064956,0
3410050218012010000,3,41005021801,2016,2,4,5,1990,1990,-999,4573,27.10070265,100,26.98220795,0
3410050218022010000,3,41005021802,2016,2,4,5,1291,1291,-999,3213,27.7619198,100,27.7456141,0
3410050219002010000,3,41005021900,2016,2,4,5,1032,1032,-999,2689,27.86955404,100,27.89205541,0
3410050220002010000,3,41005022000,2016,2,4,5,2181,2181,-999,5008,27.65456297,100,27.53496445,0
3410050221012010000,3,41005022101,2016,2,4,5,2251,2251,-999,5482,27.94042044,100,27.83752156,0
3410050221032010000,3,41005022103,2016,2,4,5,2151,2151,-999,5056,25.93893776,100,25.9312926,0
3410050221052010000,3,41005022105,2016,2,4,5,2012,2012,-999,4673,26.58387968,100,26.50444051,0
3410050221072010000,3,41005022107,2016,2,4,5,1201,1201,-999,3424,27.27204219,100,27.63691877,0
3410050221082010000,3,41005022108,2016,2,4,5,843,843,-999,2067,28.98187504,100,28.87548374,0
3410050222012010000,3,41005022201,2016,2,4,5,1264,1264,-999,3731,27.21165753,100,27.74099181,0
3410050222052010000,3,41005022205,2016,2,4,5,1188,1188,-999,2851,26.18039853,100,26.06687075,0
3410050222062010000,3,41005022206,2016,2,4,5,2284,2284,-999,5333,25.69484731,100,25.67693455,0
3410050222072010000,3,41005022207,2016,2,4,5,1906,1906,-999,4442,25.90053502,100,25.76900391,0
3410050222082010000,3,41005022208,2016,2,4,5,2179,2179,-999,4872,25.58907607,100,25.55983971,0
3410050223012010000,3,41005022301,2016,2,4,5,1273,1273,-999,3014,27.09235524,100,26.98106392,0
3410050223022010000,3,41005022302,2016,2,4,5,1866,1866,-999,4049,27.60264807,100,27.37910284,0
3410050224002010000,3,41005022400,2016,2,4,5,1259,1259,-999,3190,27.22566041,100,27.25059799,0
3410050225002010000,3,41005022500,2016,2,4,5,2326,2326,-999,6038,27.64512559,100,27.65046563,0
3410050226022010000,3,41005022602,2016,2,4,5,1497,1497,-999,3337,27.45779752,100,27.20781047,0
3410050226032010000,3,41005022603,2016,2,4,5,1156,1156,-999,2912,27.59744901,100,27.6061332,0
3410050226052010000,3,41005022605,2016,2,4,5,2257,2257,-999,6050,27.72099837,100,27.61450874,0
3410050226062010000,3,41005022606,2016,2,4,5,1549,1549,-999,3357,27.45617461,100,27.27711433,0
3410050227022010000,3,41005022702,2016,2,4,5,2276,2276,-999,5377,25.4814924,100,25.31289168,0
3410050227072010000,3,41005022707,2016,2,4,5,1548,1548,-999,3607,26.10697918,100,26.08922296,0
3410050227082010000,3,41005022708,2016,2,4,5,1173,1173,-999,3078,26.40630496,100,26.3059545,0
3410050227102010000,3,41005022710,2016,2,4,5,815,815,-999,1812,26.60693627,100,26.7340528,0
3410050228002010000,3,41005022800,2016,2,4,5,1456,1456,-999,3160,26.427596,100,26.08863135,0
3410050229012010000,3,41005022901,2016,2,4,5,1144,1144,-999,2328,27.26751211,100,27.05026698,0
3410050229042010000,3,41005022904,2016,2,4,5,961,961,-999,2443,27.6979771,100,27.73056553,0
3410050229052010000,3,41005022905,2016,2,4,5,1321,1321,-999,3231,27.16055069,100,26.93758786,0
3410050229062010000,3,41005022906,2016,2,4,5,891,891,-999,2135,27.87834857,100,27.76952681,0
3410050229072010000,3,41005022907,2016,2,4,5,967,967,-999,3066,28.06649604,100,28.03087103,0
3410050230012010000,3,41005023001,2016,2,4,5,1244,1244,-999,2619,26.99678653,100,26.75358467,0
3410050230022010000,3,41005023002,2016,2,4,5,1232,1232,-999,2945,27.45703579,100,27.2276433,0
3410050231002010000,3,41005023100,2016,2,4,5,2143,2143,-999,5046,27.15363433,100,26.87353569,0
3410050232012010000,3,41005023201,2016,2,4,5,1583,1583,-999,3368,26.89971205,100,26.61802299,0
3410050232022010000,3,41005023202,2016,2,4,5,2379,2379,-999,5644,26.68821819,100,26.56536121,0
3410050233002010000,3,41005023300,2016,2,4,5,1810,1810,-999,3816,27.01259039,100,26.78958212,0
3410050234012010000,3,41005023401,2016,2,4,5,1487,1487,-999,3941,27.31441276,100,27.10631294,0
3410050234032010000,3,41005023403,2016,2,4,5,1540,1540,-999,3652,27.67721513,100,27.73567764,0
3410050234042010000,3,41005023404,2016,2,4,5,1833,1833,-999,4593,27.72167025,100,27.63886129,0
3410050235002010000,3,41005023500,2016,2,4,5,2056,2056,-999,4007,27.95940819,100,27.7346382,0
3410050236002010000,3,41005023600,2016,2,4,5,1381,1381,-999,2973,27.31472506,100,27.1038014,0
3410050237002010000,3,41005023700,2016,2,4,5,1669,1669,-999,4334,27.23097541,100,26.9759002,0
3410050238002010000,3,41005023800,2016,2,4,5,2195,2195,-999,5001,27.31971523,100,27.13670184,0
3410050239012010000,3,41005023901,2016,2,4,5,1486,1486,-999,3892,28.19522321,100,28.13782351,0
3410050239022010000,3,41005023902,2016,2,4,5,1503,1503,-999,3481,28.30305881,100,28.32171456,0
3410050240002010000,3,41005024000,2016,2,4,5,941,941,-999,2271,28.16758865,100,27.95228726,0
3410050241002010000,3,41005024100,2016,2,4,5,1797,1797,-999,3824,27.59012011,100,27.35874897,0
3410050242002010000,3,41005024200,2016,2,4,5,1871,1871,-999,4975,28.0387829,100,27.91451217,0
3410050243022010000,3,41005024302,2016,2,4,5,1744,1744,-999,3955,27.2743303,100,27.10366915,0
3410050243032010000,3,41005024303,2016,2,4,5,1261,1261,-999,2625,26.95932424,100,26.76631197,0
3410050243042010000,3,41005024304,2016,2,4,5,942,942,-999,1994,26.8637151,100,26.64435506,0
3410050244002010000,3,41005024400,2016,2,4,5,2347,2347,-999,5848,26.51988621,100,26.69066602,0
3410059800002010000,3,41005980000,2016,2,4,5,119,119,-999,102,27.95187142,100,-99.9,0
3410079501002010000,3,41007950100,2016,2,4,5,922,922,-999,2447,27.2889638,100,27.26403626,0
3410079502002010000,3,41007950200,2016,2,4,5,1161,1161,-999,2813,26.84862274,100,26.80289096,0
3410079503002010000,3,41007950300,2016,2,4,5,915,915,-999,2436,27.18041775,100,27.15656466,0
3410079504002010000,3,41007950400,2016,2,4,5,1203,1203,-999,2934,27.9956298,100,27.90570268,0
3410079505002010000,3,41007950500,2016,2,4,5,1547,1547,-999,3590,28.57870287,100,28.45672624,0
3410079506002010000,3,41007950600,2016,2,4,5,878,878,-999,2312,27.58886465,100,27.45214691,0
3410079507002010000,3,41007950700,2016,2,4,5,720,720,-999,1504,26.92574672,100,26.81649653,0
3410079509002010000,3,41007950900,2016,2,4,5,1356,1356,-999,3453,27.23390514,100,27.13461581,0
3410079511002010000,3,41007951100,2016,2,4,5,1437,1437,-999,3438,26.934394,100,26.75680327,0
3410079512002010000,3,41007951200,2016,2,4,5,1263,1263,-999,2335,27.82300784,100,27.87293575,0
3410079513002010000,3,41007951300,2016,2,4,5,859,859,-999,2029,27.25148417,100,26.99135666,0
3410079900002010000,3,41007990000,2016,2,4,5,-999,-999,-999,0,-99.9,-99.9,-99.9,9
3410099702002010000,3,41009970200,2016,2,4,5,2117,2117,-999,5017,28.41523867,100,28.28875129,0
3410099703002010000,3,41009970300,2016,2,4,5,1433,1433,-999,3440,28.55034515,100,28.33123393,0
3410099704002010000,3,41009970400,2016,2,4,5,865,865,-999,2134,28.5662654,100,28.25322544,0
3410099705002010000,3,41009970500,2016,2,4,5,2331,2331,-999,5143,27.79629898,100,27.58162646,0
3410099706002010000,3,41009970600,2016,2,4,5,2126,2126,-999,4561,27.71900966,100,27.51497632,0
3410099707002010000,3,41009970700,2016,2,4,5,1362,1362,-999,2863,28.60664603,100,28.59458795,0
3410099708002010000,3,41009970800,2016,2,4,5,2032,2032,-999,4716,28.54408467,100,28.54851432,0
3410099709002010000,3,41009970900,2016,2,4,5,1541,1541,-999,3589,27.82431699,100,27.63371675,0
3410099710002010000,3,41009971000,2016,2,4,5,1533,1533,-999,3609,27.62347053,100,27.45767616,0
3410099711002010000,3,41009971100,2016,2,4,5,1202,1202,-999,2557,28.09487632,100,27.94752398,0
3410110001002010000,3,41011000100,2016,2,4,5,2138,2138,-999,4498,28.03005829,100,27.81822496,0
3410110002002010000,3,41011000200,2016,2,4,5,930,930,-999,2103,27.6732118,100,27.5847218,0
3410110003002010000,3,41011000300,2016,2,4,5,1037,1037,-999,2332,28.07294128,100,28.04169434,0
3410110004002010000,3,41011000400,2016,2,4,5,2000,2000,-999,4776,28.12814567,100,28.05338053,0
3410110005022010000,3,41011000502,2016,2,4,5,955,955,-999,2263,28.03105461,100,27.84964123,0
3410110005032010000,3,41011000503,2016,2,4,5,778,778,-999,1926,28.49193097,100,28.47170605,0
3410110005042010000,3,41011000504,2016,2,4,5,1802,1802,-999,5092,28.75437322,100,28.70035565,0
3410110006002010000,3,41011000600,2016,2,4,5,798,798,-999,1826,27.69596078,100,27.5218774,0
3410110007002010000,3,41011000700,2016,2,4,5,2345,2345,-999,5273,28.12912436,100,28.0643231,0
3410110008002010000,3,41011000800,2016,2,4,5,994,994,-999,2522,28.12121958,100,27.86928992,0
3410110009002010000,3,41011000900,2016,2,4,5,2434,2434,-999,6115,28.15897243,100,28.01805097,0
3410110010002010000,3,41011001000,2016,2,4,5,2390,2390,-999,5938,27.66521752,100,27.39441132,0
3410110011002010000,3,41011001100,2016,2,4,5,1831,1831,-999,4740,28.13677265,100,27.9134846,0
3410119901012010000,3,41011990101,2016,2,4,5,-999,-999,-999,0,-99.9,-99.9,-99.9,9
3410139501002010000,3,41013950100,2016,2,4,5,2445,2445,-999,5377,27.56783166,100,27.40404643,0
3410139502002010000,3,41013950200,2016,2,4,5,1428,1428,-999,3227,27.53529242,100,27.38320118,0
3410139503002010000,3,41013950300,2016,2,4,5,1827,1827,-999,4539,27.11979991,100,27.01940533,0
3410139504002010000,3,41013950400,2016,2,4,5,1512,1512,-999,3448,27.65274276,100,27.21798053,0
3410159501002010000,3,41015950100,2016,2,4,5,1084,1084,-999,2662,27.2873392,100,27.05550234,0
3410159502002010000,3,41015950200,2016,2,4,5,1816,1816,-999,4118,27.43304082,100,27.17278577,0
3410159503012010000,3,41015950301,2016,2,4,5,1699,1699,-999,3545,27.42176937,100,27.23551672,0
3410159503022010000,3,41015950302,2016,2,4,5,1684,1684,-999,3690,27.33089727,100,27.2051104,0
3410159504002010000,3,41015950400,2016,2,4,5,1789,1789,-999,3997,27.85808925,100,27.70872713,0
3410159901012010000,3,41015990101,2016,2,4,5,-999,-999,-999,0,-99.9,-99.9,-99.9,9
3410170001002010000,3,41017000100,2016,2,4,5,719,719,-999,1524,25.27799577,100,25.06347048,0
3410170002002010000,3,41017000200,2016,2,4,5,1752,1752,-999,3944,27.46997498,100,27.1990187,0
3410170003002010000,3,41017000300,2016,2,4,5,3036,3036,-999,7462,27.5544159,100,27.24085265,0
3410170004012010000,3,41017000401,2016,2,4,5,1777,1777,-999,4278,26.48612356,100,26.33729366,0
3410170004022010000,3,41017000402,2016,2,4,5,1183,1183,-999,1971,25.8183813,100,25.67594113,0
3410170005002010000,3,41017000500,2016,2,4,5,2284,2284,-999,4543,25.86843281,100,25.59250921,0
3410170006002010000,3,41017000600,2016,2,4,5,2991,2991,-999,5798,25.77381054,100,25.41448996,0
3410170007002010000,3,41017000700,2016,2,4,5,2720,2720,-999,6023,27.24302877,100,27.11086526,0
3410170008002010000,3,41017000800,2016,2,4,5,2112,2112,-999,5176,27.05819238,100,26.96553707,0
3410170009002010000,3,41017000900,2016,2,4,5,2137,2137,-999,5671,27.5830491,100,27.63965698,0
3410170010012010000,3,41017001001,2016,2,4,5,4290,4290,-999,10507,26.95106567,100,26.9220274,0
3410170010022010000,3,41017001002,2016,2,4,5,872,872,-999,1947,26.64428068,100,26.34917155,0
3410170011002010000,3,41017001100,2016,2,4,5,3894,3894,-999,8040,25.68044712,100,25.57429015,0
3410170012002010000,3,41017001200,2016,2,4,5,2513,2513,-999,5324,26.25902725,100,26.08436986,0
3410170013002010000,3,41017001300,2016,2,4,5,4421,4421,-999,9379,24.37965951,100,24.30980028,0
3410170014002010000,3,41017001400,2016,2,4,5,2159,2159,-999,4722,24.38905648,100,24.27610885,0
3410170015002010000,3,41017001500,2016,2,4,5,1928,1928,-999,4792,25.06744512,100,25.2908589,0
3410170016002010000,3,41017001600,2016,2,4,5,1851,1851,-999,4386,25.6749932,100,25.85119374,0
3410170017002010000,3,41017001700,2016,2,4,5,2609,2609,-999,6093,25.99456531,100,26.03620877,0
3410170018002010000,3,41017001800,2016,2,4,5,2590,2590,-999,6184,26.39102404,100,26.42608359,0
3410170019012010000,3,41017001901,2016,2,4,5,659,659,-999,1462,26.03872848,100,25.79870081,0
3410170019022010000,3,41017001902,2016,2,4,5,2861,2861,-999,7282,26.22141945,100,26.14620097,0
3410170020002010000,3,41017002000,2016,2,4,5,2602,2602,-999,5502,26.22893665,100,26.15009233,0
3410170021002010000,3,41017002100,2016,2,4,5,3991,3991,-999,8529,25.56380144,100,25.50820567,0
3410190100002010000,3,41019010000,2016,2,4,5,790,790,-999,1545,28.72655195,100,28.39996628,0
3410190200002010000,3,41019020000,2016,2,4,5,1266,1266,-999,2718,28.41357189,100,28.08838087,0
3410190300002010000,3,41019030000,2016,2,4,5,1315,1315,-999,3028,27.8583189,100,27.5911638,0
3410190400002010000,3,41019040000,2016,2,4,5,901,901,-999,2164,28.51447496,100,28.34789949,0
3410190500012010000,3,41019050001,2016,2,4,5,1595,1595,-999,3336,28.48869876,100,28.3727335,0
3410190500022010000,3,41019050002,2016,2,4,5,2251,2251,-999,5093,28.65414189,100,28.61855563,0
3410190600002010000,3,41019060000,2016,2,4,5,1288,1288,-999,3012,27.09654101,100,26.71345778,0
3410190700002010000,3,41019070000,2016,2,4,5,1998,1998,-999,4043,27.65377792,100,27.2959219,0
3410190800002010000,3,41019080000,2016,2,4,5,2359,2359,-999,5594,27.19059509,100,27.00234237,0
3410190900002010000,3,41019090000,2016,2,4,5,2061,2061,-999,4893,28.08058782,100,27.97477852,0
3410191000002010000,3,41019100000,2016,2,4,5,1280,1280,-999,2649,27.63069693,100,27.61687382,0
3410191100002010000,3,41019110000,2016,2,4,5,1066,1066,-999,2287,27.76565645,100,27.58684492,0
3410191200002010000,3,41019120000,2016,2,4,5,2248,2248,-999,5786,28.27322716,100,28.33181955,0
3410191300002010000,3,41019130000,2016,2,4,5,1627,1627,-999,4435,27.6939302,100,27.68859936,0
3410191400002010000,3,41019140000,2016,2,4,5,1597,1597,-999,3904,27.84443985,100,27.80165379,0
3410191500002010000,3,41019150000,2016,2,4,5,2360,2360,-999,5553,28.48539699,100,28.3899669,0
3410191600002010000,3,41019160000,2016,2,4,5,2421,2421,-999,5692,28.7119216,100,28.58243335,0
3410191700002010000,3,41019170000,2016,2,4,5,1372,1372,-999,2783,27.84554308,100,27.53215222,0
3410191800002010000,3,41019180000,2016,2,4,5,1644,1644,-999,3324,28.36662878,100,28.23288843,0
3410191900002010000,3,41019190000,2016,2,4,5,1489,1489,-999, ,28.43029016,100,28.21096132,0
3410192000002010000,3,41019200000,2016,2,4,5,1481,1481,-999, ,28.16573298,100,28.03035026,0
3410192100002010000,3,41019210000,2016,2,4,5,1563,1563,-999, ,27.653312,100,27.3561301,0
3410199900002010000,3,41019990000,2016,2,4,5,-999,-999,-999, ,-99.9,-99.9,-99.9,9
3410219601002010000,3,41021960100,2016,2,4,5,574,574,-999, ,27.26772919,100,27.10864574,0
3410239601002010000,3,41023960100,2016,2,4,5,647,647,-999, ,27.33917645,100,27.11208482,0
3410239602002010000,3,41023960200,2016,2,4,5,1643,1643,-999, ,27.48864189,100,27.27237828,0
3410259601002010000,3,41025960100,2016,2,4,5,1660,1660,-999, ,28.07788682,100,28.02091205,0
3410259602002010000,3,41025960200,2016,2,4,5,649,649,-999, ,26.88997945,100,26.61321087,0
3410279501002010000,3,41027950100,2016,2,4,5,1320,1320,-999, ,26.77734078,100,26.74391223,0
3410279502002010000,3,41027950200,2016,2,4,5,2252,2252,-999, ,25.76590423,100,25.67698994,0
3410279503002010000,3,41027950300,2016,2,4,5,1809,1809,-999, ,25.54646284,100,25.58530969,0
3410279504002010000,3,41027950400,2016,2,4,5,1606,1606,-999, ,26.78073223,100,26.74090709,0
3410290001002010000,3,41029000100,2016,2,4,5,493,493,-999, ,27.70705212,100,27.83323793,0
3410290002012010000,3,41029000201,2016,2,4,5,838,838,-999, ,27.71024169,100,27.754459,0
3410290002022010000,3,41029000202,2016,2,4,5,876,876,-999, ,27.80259415,100,27.91349436,0
3410290002032010000,3,41029000203,2016,2,4,5,1059,1059,-999, ,27.9022928,100,28.01532941,0
3410290003002010000,3,41029000300,2016,2,4,5,1554,1554,-999, ,27.8785507,100,28.01332901,0
3410290004032010000,3,41029000403,2016,2,4,5,1296,1296,-999, ,26.65884803,100,26.48229966,0
3410290004042010000,3,41029000404,2016,2,4,5,1615,1615,-999, ,26.88770597,100,26.67037405,0
3410290004052010000,3,41029000405,2016,2,4,5,1154,1154,-999, ,27.60912538,100,27.72024409,0
3410290004062010000,3,41029000406,2016,2,4,5,1389,1389,-999, ,27.75238298,100,27.71034181,0
3410290005012010000,3,41029000501,2016,2,4,5,913,913,-999, ,26.73215344,100,26.76939095,0
3410290005022010000,3,41029000502,2016,2,4,5,1345,1345,-999, ,27.49708924,100,27.59871334,0
3410290006012010000,3,41029000601,2016,2,4,5,2349,2349,-999, ,26.04329676,100,25.86433278,0
3410290006022010000,3,41029000602,2016,2,4,5,1717,1717,-999, ,26.40817996,100,26.55256823,0
3410290007002010000,3,41029000700,2016,2,4,5,3097,3097,-999, ,27.47989066,100,27.35416419,0
3410290008002010000,3,41029000800,2016,2,4,5,1832,1832,-999, ,27.4532696,100,27.35649657,0
3410290009002010000,3,41029000900,2016,2,4,5,2839,2839,-999, ,26.79944972,100,26.62737769,0
3410290010012010000,3,41029001001,2016,2,4,5,2037,2037,-999, ,27.85570696,100,27.81799262,0
3410290010022010000,3,41029001002,2016,2,4,5,1307,1307,-999, ,27.81460788,100,27.80520756,0
3410290011002010000,3,41029001100,2016,2,4,5,1852,1852,-999, ,27.69923685,100,27.53847837,0
3410290012002010000,3,41029001200,2016,2,4,5,1271,1271,-999, ,27.52275428,100,27.50783442,0
3410290013012010000,3,41029001301,2016,2,4,5,1586,1586,-999, ,28.45921436,100,28.3529083,0
3410290013022010000,3,41029001302,2016,2,4,5,2928,2928,-999, ,27.40332411,100,27.34011094,0
3410290014002010000,3,41029001400,2016,2,4,5,3528,3528,-999, ,27.5290896,100,27.42191431,0
3410290015002010000,3,41029001500,2016,2,4,5,1793,1793,-999, ,26.20480384,100,25.74211161,0
3410290016012010000,3,41029001601,2016,2,4,5,1273,1273,-999, ,28.26165064,100,28.2844078,0
3410290016022010000,3,41029001602,2016,2,4,5,2048,2048,-999, ,27.13854875,100,26.97050063,0
3410290017002010000,3,41029001700,2016,2,4,5,2463,2463,-999, ,26.52686788,100,26.40635683,0
3410290018002010000,3,41029001800,2016,2,4,5,2771,2771,-999, ,25.12784589,100,24.98529835,0
3410290019002010000,3,41029001900,2016,2,4,5,696,696,-999, ,24.75641483,100,24.85641808,0
3410290020002010000,3,41029002000,2016,2,4,5,739,739,-999, ,24.27004727,100,24.29137892,0
3410290021002010000,3,41029002100,2016,2,4,5,1215,1215,-999, ,24.27650667,100,24.14662323,0
3410290022002010000,3,41029002200,2016,2,4,5,1725,1725,-999, ,24.53476215,100,24.3215436,0
3410290023002010000,3,41029002300,2016,2,4,5,652,652,-999, ,24.93747545,100,24.62115337,0
3410290024002010000,3,41029002400,2016,2,4,5,722,722,-999, ,25.94140714,100,25.70733085,0
3410290025002010000,3,41029002500,2016,2,4,5,1087,1087,-999, ,25.29408086,100,25.00880216,0
3410290026002010000,3,41029002600,2016,2,4,5,1020,1020,-999, ,27.85963651,100,27.7078305,0
3410290027002010000,3,41029002700,2016,2,4,5,2625,2625,-999, ,27.21974866,100,26.98564485,0
3410290028002010000,3,41029002800,2016,2,4,5,1775,1775,-999, ,27.30588909,100,27.08796198,0
3410290029002010000,3,41029002900,2016,2,4,5,2594,2594,-999, ,27.3466799,100,27.25995252,0
3410290030012010000,3,41029003001,2016,2,4,5,1494,1494,-999, ,26.84821056,100,26.63044057,0
3410290030022010000,3,41029003002,2016,2,4,5,1880,1880,-999, ,26.89416972,100,26.65421933,0
3410319400002010000,3,41031940000,2016,2,4,5,440,440,-999, ,30.91209394,100,30.90352612,0
3410319601002010000,3,41031960100,2016,2,4,5,448,448,-999, ,27.11471598,100,26.90060311,0
3410319602012010000,3,41031960201,2016,2,4,5,827,827,-999, ,28.34678616,100,28.34503135,0
3410319602022010000,3,41031960202,2016,2,4,5,1577,1577,-999, ,27.7838747,100,27.7561846,0
3410319603012010000,3,41031960301,2016,2,4,5,1446,1446,-999, ,27.32467061,100,27.00758711,0
3410319603022010000,3,41031960302,2016,2,4,5,1348,1348,-999, ,27.57252738,100,27.42807464,0
3410333601002010000,3,41033360100,2016,2,4,5,682,682,-999, ,27.18457228,100,26.7798973,0
3410333603002010000,3,41033360300,2016,2,4,5,1846,1846,-999, ,27.13664257,100,26.90136426,0
3410333604002010000,3,41033360400,2016,2,4,5,1515,1515,-999, ,27.00367935,100,26.73984808,0
3410333605002010000,3,41033360500,2016,2,4,5,1590,1590,-999, ,27.42946629,100,27.39987182,0
3410333606002010000,3,41033360600,2016,2,4,5,2097,2097,-999, ,27.06052075,100,26.90407679,0
3410333607012010000,3,41033360701,2016,2,4,5,1291,1291,-999, ,27.9165965,100,27.98868192,0
3410333607022010000,3,41033360702,2016,2,4,5,1791,1791,-999, ,27.5507969,100,27.51942294,0
3410333608002010000,3,41033360800,2016,2,4,5,1808,1808,-999, ,27.0465539,100,26.67014165,0
3410333609002010000,3,41033360900,2016,2,4,5,931,931,-999, ,26.99154543,100,26.87139566,0
3410333610002010000,3,41033361000,2016,2,4,5,1620,1620,-999, ,27.20094816,100,26.92146762,0
3410333611002010000,3,41033361100,2016,2,4,5,2781,2781,-999, ,27.57185693,100,27.52793401,0
3410333612002010000,3,41033361200,2016,2,4,5,2213,2213,-999, ,27.64199374,100,27.6131957,0
3410333613002010000,3,41033361300,2016,2,4,5,2558,2558,-999, ,27.36546088,100,27.13896478,0
3410333614002010000,3,41033361400,2016,2,4,5,1064,1064,-999, ,26.08908258,100,25.82802902,0
3410333615002010000,3,41033361500,2016,2,4,5,908,908,-999, ,27.11036302,100,26.79859823,0
3410333616002010000,3,41033361600,2016,2,4,5,2832,2832,-999, ,26.98782908,100,26.74011833,0
